rating,date,variation,verified_reviews,feedback,lower_text,remove_punc,remove_emoji,tokenized_string,remove_stopword
5,30-Jul-18,Configuration: Fire TV Stick,awesome device,1,awesome device,awesome device,awesome device,"['awesome', 'device']",awesome device
5,30-Jul-18,Configuration: Fire TV Stick,CAN WATCH AMAZON PRIME SHOWS AND TALK TO ALEXUS,1,can watch amazon prime shows and talk to alexus,can watch amazon prime shows and talk to alexus,can watch amazon prime shows and talk to alexus,"['can', 'watch', 'amazon', 'prime', 'shows', 'and', 'talk', 'to', 'alexus']",watch amazon prime shows talk alexus
5,30-Jul-18,Configuration: Fire TV Stick,"This product replaces the 1st generation Fire Stick I had, and what an improvement in speed in both showing Amazon content but ALL apps downloaded on PRODUCT! I bought in on PRIME day for $19 .... BEST DEAL EVER !",1,"this product replaces the 1st generation fire stick i had, and what an improvement in speed in both showing amazon content but all apps downloaded on product! i bought in on prime day for $19 .... best deal ever !",this product replaces the 1st generation fire stick i had and what an improvement in speed in both showing amazon content but all apps downloaded on product i bought in on prime day for 19  best deal ever ,this product replaces the 1st generation fire stick i had and what an improvement in speed in both showing amazon content but all apps downloaded on product i bought in on prime day for 19  best deal ever ,"['this', 'product', 'replaces', 'the', '1st', 'generation', 'fire', 'stick', 'i', 'had', 'and', 'what', 'an', 'improvement', 'in', 'speed', 'in', 'both', 'showing', 'amazon', 'content', 'but', 'all', 'apps', 'downloaded', 'on', 'product', 'i', 'bought', 'in', 'on', 'prime', 'day', 'for', '19', 'best', 'deal', 'ever', '']",product replaces 1st generation fire stick improvement speed showing amazon content apps downloaded product bought prime day 19 best deal ever
5,30-Jul-18,Configuration: Fire TV Stick,"Just as advertised, bought as a gift, great price, fast shipping!!",1,"just as advertised, bought as a gift, great price, fast shipping!!",just as advertised bought as a gift great price fast shipping,just as advertised bought as a gift great price fast shipping,"['just', 'as', 'advertised', 'bought', 'as', 'a', 'gift', 'great', 'price', 'fast', 'shipping']",advertised bought gift great price fast shipping
5,30-Jul-18,Configuration: Fire TV Stick,Very easy to set up and straight forward directions. Loads fast also.,1,very easy to set up and straight forward directions. loads fast also.,very easy to set up and straight forward directions loads fast also,very easy to set up and straight forward directions loads fast also,"['very', 'easy', 'to', 'set', 'up', 'and', 'straight', 'forward', 'directions', 'loads', 'fast', 'also']",easy set straight forward directions loads fast also
5,30-Jul-18,Configuration: Fire TV Stick,I purchased the Fire Stick to be able to watch movies at my convenience. I love that there is such a variety of genres. I also enjoy it gives you the ability to watch TV shows too. It's Awesome!,1,i purchased the fire stick to be able to watch movies at my convenience. i love that there is such a variety of genres. i also enjoy it gives you the ability to watch tv shows too. it's awesome!,i purchased the fire stick to be able to watch movies at my convenience i love that there is such a variety of genres i also enjoy it gives you the ability to watch tv shows too its awesome,i purchased the fire stick to be able to watch movies at my convenience i love that there is such a variety of genres i also enjoy it gives you the ability to watch tv shows too its awesome,"['i', 'purchased', 'the', 'fire', 'stick', 'to', 'be', 'able', 'to', 'watch', 'movies', 'at', 'my', 'convenience', 'i', 'love', 'that', 'there', 'is', 'such', 'a', 'variety', 'of', 'genres', 'i', 'also', 'enjoy', 'it', 'gives', 'you', 'the', 'ability', 'to', 'watch', 'tv', 'shows', 'too', 'its', 'awesome']",purchased fire stick able watch movies convenience love variety genres also enjoy gives ability watch tv shows awesome
5,30-Jul-18,Configuration: Fire TV Stick,Being able to tell it what to go to,1,being able to tell it what to go to,being able to tell it what to go to,being able to tell it what to go to,"['being', 'able', 'to', 'tell', 'it', 'what', 'to', 'go', 'to']",able tell go
5,30-Jul-18,Configuration: Fire TV Stick,Love this! So many options!,1,love this! so many options!,love this so many options,love this so many options,"['love', 'this', 'so', 'many', 'options']",love many options
5,30-Jul-18,Configuration: Fire TV Stick,I love it,1,i love it,i love it,i love it,"['i', 'love', 'it']",love
5,30-Jul-18,Configuration: Fire TV Stick,Love it. Many stations to choose from,1,love it. many stations to choose from,love it many stations to choose from,love it many stations to choose from,"['love', 'it', 'many', 'stations', 'to', 'choose', 'from']",love many stations choose
4,30-Jul-18,Configuration: Fire TV Stick,It was a gift.,1,it was a gift.,it was a gift,it was a gift,"['it', 'was', 'a', 'gift']",gift
1,30-Jul-18,Configuration: Fire TV Stick,"It still doesn’t work.  I bet if I call and let them know that, they will charge me for the 3rd time.  Ridiculous.",0,"it still doesn’t work.  i bet if i call and let them know that, they will charge me for the 3rd time.  ridiculous.",it still doesn’t work  i bet if i call and let them know that they will charge me for the 3rd time  ridiculous,it still doesn’t work  i bet if i call and let them know that they will charge me for the 3rd time  ridiculous,"['it', 'still', 'doesn', 't', 'work', 'i', 'bet', 'if', 'i', 'call', 'and', 'let', 'them', 'know', 'that', 'they', 'will', 'charge', 'me', 'for', 'the', '3rd', 'time', 'ridiculous']",still doesn’t work bet call let know charge 3rd time ridiculous
5,30-Jul-18,Configuration: Fire TV Stick,I love the Alexa remote and easy to use.,1,i love the alexa remote and easy to use.,i love the alexa remote and easy to use,i love the alexa remote and easy to use,"['i', 'love', 'the', 'alexa', 'remote', 'and', 'easy', 'to', 'use']",love alexa remote easy use
5,30-Jul-18,Configuration: Fire TV Stick,works great,1,works great,works great,works great,"['works', 'great']",works great
5,30-Jul-18,Configuration: Fire TV Stick,"It is very easy to use,I can now watch my favorite movies",1,"it is very easy to use,i can now watch my favorite movies",it is very easy to usei can now watch my favorite movies,it is very easy to usei can now watch my favorite movies,"['it', 'is', 'very', 'easy', 'to', 'usei', 'can', 'now', 'watch', 'my', 'favorite', 'movies']",easy usei watch favorite movies
5,30-Jul-18,Configuration: Fire TV Stick,"Doubtful at first, but it works a lot better than my smart devices.Plus Alexa software include, that was a plus!",1,"doubtful at first, but it works a lot better than my smart devices.plus alexa software include, that was a plus!",doubtful at first but it works a lot better than my smart devicesplus alexa software include that was a plus,doubtful at first but it works a lot better than my smart devicesplus alexa software include that was a plus,"['doubtful', 'at', 'first', 'but', 'it', 'works', 'a', 'lot', 'better', 'than', 'my', 'smart', 'devicesplus', 'alexa', 'software', 'include', 'that', 'was', 'a', 'plus']",doubtful first works lot better smart devicesplus alexa software include plus
5,30-Jul-18,Configuration: Fire TV Stick,"Love our Fire Stick,easy to set up and have loads of shows for free and plenty to rent or buy.We also use Pluto TV and Tubi so that's even more TV.Alexa makes it so easy to find any show or movie I want.We love the money we save.",1,"love our fire stick,easy to set up and have loads of shows for free and plenty to rent or buy.we also use pluto tv and tubi so that's even more tv.alexa makes it so easy to find any show or movie i want.we love the money we save.",love our fire stickeasy to set up and have loads of shows for free and plenty to rent or buywe also use pluto tv and tubi so thats even more tvalexa makes it so easy to find any show or movie i wantwe love the money we save,love our fire stickeasy to set up and have loads of shows for free and plenty to rent or buywe also use pluto tv and tubi so thats even more tvalexa makes it so easy to find any show or movie i wantwe love the money we save,"['love', 'our', 'fire', 'stickeasy', 'to', 'set', 'up', 'and', 'have', 'loads', 'of', 'shows', 'for', 'free', 'and', 'plenty', 'to', 'rent', 'or', 'buywe', 'also', 'use', 'pluto', 'tv', 'and', 'tubi', 'so', 'thats', 'even', 'more', 'tvalexa', 'makes', 'it', 'so', 'easy', 'to', 'find', 'any', 'show', 'or', 'movie', 'i', 'wantwe', 'love', 'the', 'money', 'we', 'save']",love fire stickeasy set loads shows free plenty rent buywe also use pluto tv tubi thats even tvalexa makes easy find show movie wantwe love money save
5,30-Jul-18,Configuration: Fire TV Stick,It was perfect.  Works like a charm.,1,it was perfect.  works like a charm.,it was perfect  works like a charm,it was perfect  works like a charm,"['it', 'was', 'perfect', 'works', 'like', 'a', 'charm']",perfect works like charm
3,30-Jul-18,Configuration: Fire TV Stick,Netflix and Hulu,1,netflix and hulu,netflix and hulu,netflix and hulu,"['netflix', 'and', 'hulu']",netflix hulu
4,30-Jul-18,Configuration: Fire TV Stick,"I love this fire stick because after installing a few highly recommended apps, I discovered that a lot of the channels I don't have with my cable provider is included,  and I don't have to pay extra! Just subscribing to a few streaming apps will do and I still come out paying way less than cable tv.",1,"i love this fire stick because after installing a few highly recommended apps, i discovered that a lot of the channels i don't have with my cable provider is included,  and i don't have to pay extra! just subscribing to a few streaming apps will do and i still come out paying way less than cable tv.",i love this fire stick because after installing a few highly recommended apps i discovered that a lot of the channels i dont have with my cable provider is included  and i dont have to pay extra just subscribing to a few streaming apps will do and i still come out paying way less than cable tv,i love this fire stick because after installing a few highly recommended apps i discovered that a lot of the channels i dont have with my cable provider is included  and i dont have to pay extra just subscribing to a few streaming apps will do and i still come out paying way less than cable tv,"['i', 'love', 'this', 'fire', 'stick', 'because', 'after', 'installing', 'a', 'few', 'highly', 'recommended', 'apps', 'i', 'discovered', 'that', 'a', 'lot', 'of', 'the', 'channels', 'i', 'dont', 'have', 'with', 'my', 'cable', 'provider', 'is', 'included', 'and', 'i', 'dont', 'have', 'to', 'pay', 'extra', 'just', 'subscribing', 'to', 'a', 'few', 'streaming', 'apps', 'will', 'do', 'and', 'i', 'still', 'come', 'out', 'paying', 'way', 'less', 'than', 'cable', 'tv']",love fire stick installing highly recommended apps discovered lot channels dont cable provider included dont pay extra subscribing streaming apps still come paying way less cable tv
5,30-Jul-18,Configuration: Fire TV Stick,Love this wished I had gotten it sooner,1,love this wished i had gotten it sooner,love this wished i had gotten it sooner,love this wished i had gotten it sooner,"['love', 'this', 'wished', 'i', 'had', 'gotten', 'it', 'sooner']",love wished gotten sooner
5,30-Jul-18,Configuration: Fire TV Stick,Makes accessing all of the Apps easy. Love the voice control.,1,makes accessing all of the apps easy. love the voice control.,makes accessing all of the apps easy love the voice control,makes accessing all of the apps easy love the voice control,"['makes', 'accessing', 'all', 'of', 'the', 'apps', 'easy', 'love', 'the', 'voice', 'control']",makes accessing apps easy love voice control
4,30-Jul-18,Configuration: Fire TV Stick,It's my second one and works well,1,it's my second one and works well,its my second one and works well,its my second one and works well,"['its', 'my', 'second', 'one', 'and', 'works', 'well']",second one works well
5,30-Jul-18,Configuration: Fire TV Stick,I love my fire stick!,1,i love my fire stick!,i love my fire stick,i love my fire stick,"['i', 'love', 'my', 'fire', 'stick']",love fire stick
5,30-Jul-18,Configuration: Fire TV Stick,Great product. Very versatile and easy to use,1,great product. very versatile and easy to use,great product very versatile and easy to use,great product very versatile and easy to use,"['great', 'product', 'very', 'versatile', 'and', 'easy', 'to', 'use']",great product versatile easy use
5,30-Jul-18,Configuration: Fire TV Stick,Ease of usage,1,ease of usage,ease of usage,ease of usage,"['ease', 'of', 'usage']",ease usage
4,30-Jul-18,Configuration: Fire TV Stick,"I love this, it's quick and easy to use. I love that there are so many apps you can access but disappointed some of them cost extra money to use. I also love the music app on here. I didn't think I would use it because I have Alexa echo and listen to music all the time on there. But I tried it on the fire tv and it gives you the lyric as the songs play! Love it!!",1,"i love this, it's quick and easy to use. i love that there are so many apps you can access but disappointed some of them cost extra money to use. i also love the music app on here. i didn't think i would use it because i have alexa echo and listen to music all the time on there. but i tried it on the fire tv and it gives you the lyric as the songs play! love it!!",i love this its quick and easy to use i love that there are so many apps you can access but disappointed some of them cost extra money to use i also love the music app on here i didnt think i would use it because i have alexa echo and listen to music all the time on there but i tried it on the fire tv and it gives you the lyric as the songs play love it,i love this its quick and easy to use i love that there are so many apps you can access but disappointed some of them cost extra money to use i also love the music app on here i didnt think i would use it because i have alexa echo and listen to music all the time on there but i tried it on the fire tv and it gives you the lyric as the songs play love it,"['i', 'love', 'this', 'its', 'quick', 'and', 'easy', 'to', 'use', 'i', 'love', 'that', 'there', 'are', 'so', 'many', 'apps', 'you', 'can', 'access', 'but', 'disappointed', 'some', 'of', 'them', 'cost', 'extra', 'money', 'to', 'use', 'i', 'also', 'love', 'the', 'music', 'app', 'on', 'here', 'i', 'didnt', 'think', 'i', 'would', 'use', 'it', 'because', 'i', 'have', 'alexa', 'echo', 'and', 'listen', 'to', 'music', 'all', 'the', 'time', 'on', 'there', 'but', 'i', 'tried', 'it', 'on', 'the', 'fire', 'tv', 'and', 'it', 'gives', 'you', 'the', 'lyric', 'as', 'the', 'songs', 'play', 'love', 'it']",love quick easy use love many apps access disappointed cost extra money use also love music app didnt think would use alexa echo listen music time tried fire tv gives lyric songs play love
4,30-Jul-18,Configuration: Fire TV Stick,Love it. The only downside is that you can't download any app you want.,1,love it. the only downside is that you can't download any app you want.,love it the only downside is that you cant download any app you want,love it the only downside is that you cant download any app you want,"['love', 'it', 'the', 'only', 'downside', 'is', 'that', 'you', 'cant', 'download', 'any', 'app', 'you', 'want']",love downside cant download app want
5,30-Jul-18,Configuration: Fire TV Stick,Still learning how to use it but like it so far. We played music from YouTube and a couple movies on it. No complaints,1,still learning how to use it but like it so far. we played music from youtube and a couple movies on it. no complaints,still learning how to use it but like it so far we played music from youtube and a couple movies on it no complaints,still learning how to use it but like it so far we played music from youtube and a couple movies on it no complaints,"['still', 'learning', 'how', 'to', 'use', 'it', 'but', 'like', 'it', 'so', 'far', 'we', 'played', 'music', 'from', 'youtube', 'and', 'a', 'couple', 'movies', 'on', 'it', 'no', 'complaints']",still learning use like far played music youtube couple movies complaints
5,30-Jul-18,Configuration: Fire TV Stick,We are using the internet for our home and loving them,1,we are using the internet for our home and loving them,we are using the internet for our home and loving them,we are using the internet for our home and loving them,"['we', 'are', 'using', 'the', 'internet', 'for', 'our', 'home', 'and', 'loving', 'them']",using internet home loving
5,30-Jul-18,Configuration: Fire TV Stick,My Father liked the added programing in which he is interested.,1,my father liked the added programing in which he is interested.,my father liked the added programing in which he is interested,my father liked the added programing in which he is interested,"['my', 'father', 'liked', 'the', 'added', 'programing', 'in', 'which', 'he', 'is', 'interested']",father liked added programing interested
4,30-Jul-18,Configuration: Fire TV Stick,I love my fire stick,1,i love my fire stick,i love my fire stick,i love my fire stick,"['i', 'love', 'my', 'fire', 'stick']",love fire stick
5,30-Jul-18,Configuration: Fire TV Stick,Love it and how easy it is to use. One of the best Prime Day purchases we have made.,1,love it and how easy it is to use. one of the best prime day purchases we have made.,love it and how easy it is to use one of the best prime day purchases we have made,love it and how easy it is to use one of the best prime day purchases we have made,"['love', 'it', 'and', 'how', 'easy', 'it', 'is', 'to', 'use', 'one', 'of', 'the', 'best', 'prime', 'day', 'purchases', 'we', 'have', 'made']",love easy use one best prime day purchases made
5,30-Jul-18,Configuration: Fire TV Stick,Satisfied with the purchase,1,satisfied with the purchase,satisfied with the purchase,satisfied with the purchase,"['satisfied', 'with', 'the', 'purchase']",satisfied purchase
5,30-Jul-18,Configuration: Fire TV Stick,Im able to connect to prime quick,1,im able to connect to prime quick,im able to connect to prime quick,im able to connect to prime quick,"['im', 'able', 'to', 'connect', 'to', 'prime', 'quick']",im able connect prime quick
5,30-Jul-18,Configuration: Fire TV Stick,ABSOLUTELY LOVE THIS PRODUCT SO EASY TO USE BETTER THAN SCROLLING CHANNELS.,1,absolutely love this product so easy to use better than scrolling channels.,absolutely love this product so easy to use better than scrolling channels,absolutely love this product so easy to use better than scrolling channels,"['absolutely', 'love', 'this', 'product', 'so', 'easy', 'to', 'use', 'better', 'than', 'scrolling', 'channels']",absolutely love product easy use better scrolling channels
5,30-Jul-18,Configuration: Fire TV Stick,Loved it. No more cable bills for us.  I would advise anyone to get one. 2nd one bought.,1,loved it. no more cable bills for us.  i would advise anyone to get one. 2nd one bought.,loved it no more cable bills for us  i would advise anyone to get one 2nd one bought,loved it no more cable bills for us  i would advise anyone to get one 2nd one bought,"['loved', 'it', 'no', 'more', 'cable', 'bills', 'for', 'us', 'i', 'would', 'advise', 'anyone', 'to', 'get', 'one', '2nd', 'one', 'bought']",loved cable bills us would advise anyone get one 2nd one bought
5,30-Jul-18,Configuration: Fire TV Stick,I bought it for my sister and she hasn't had any complaints yet so I think it's great!,1,i bought it for my sister and she hasn't had any complaints yet so i think it's great!,i bought it for my sister and she hasnt had any complaints yet so i think its great,i bought it for my sister and she hasnt had any complaints yet so i think its great,"['i', 'bought', 'it', 'for', 'my', 'sister', 'and', 'she', 'hasnt', 'had', 'any', 'complaints', 'yet', 'so', 'i', 'think', 'its', 'great']",bought sister hasnt complaints yet think great
5,30-Jul-18,Configuration: Fire TV Stick,"absolutely an amazing device, very easy to setup and use",1,"absolutely an amazing device, very easy to setup and use",absolutely an amazing device very easy to setup and use,absolutely an amazing device very easy to setup and use,"['absolutely', 'an', 'amazing', 'device', 'very', 'easy', 'to', 'setup', 'and', 'use']",absolutely amazing device easy setup use
5,30-Jul-18,Configuration: Fire TV Stick,"The current demand for this stick, was too high for the power coming out of my USB port on the TV. Had to run the power cable to the supplied USB adapter. Not a big deal but added another cable showing on my wall mounted TV.",1,"the current demand for this stick, was too high for the power coming out of my usb port on the tv. had to run the power cable to the supplied usb adapter. not a big deal but added another cable showing on my wall mounted tv.",the current demand for this stick was too high for the power coming out of my usb port on the tv had to run the power cable to the supplied usb adapter not a big deal but added another cable showing on my wall mounted tv,the current demand for this stick was too high for the power coming out of my usb port on the tv had to run the power cable to the supplied usb adapter not a big deal but added another cable showing on my wall mounted tv,"['the', 'current', 'demand', 'for', 'this', 'stick', 'was', 'too', 'high', 'for', 'the', 'power', 'coming', 'out', 'of', 'my', 'usb', 'port', 'on', 'the', 'tv', 'had', 'to', 'run', 'the', 'power', 'cable', 'to', 'the', 'supplied', 'usb', 'adapter', 'not', 'a', 'big', 'deal', 'but', 'added', 'another', 'cable', 'showing', 'on', 'my', 'wall', 'mounted', 'tv']",current demand stick high power coming usb port tv run power cable supplied usb adapter big deal added another cable showing wall mounted tv
3,30-Jul-18,Configuration: Fire TV Stick,Works very well for Amazon and Netflix but will not a let all viewing platforms like VUDU. It also will shut down if HULU is played for more than a couple minutes and yes I have it directly plugged into the wall so low power source is not an issue (even checked outlet voltage) an issue which is typically the answer you get for that issue.over all the quality of the picture is quiet well and is a user friendly platform to use If they would fix those two issues I would have one on every tv in the house but as it sits this will be our only one. to bad to because I relay like amazon products and having Alexa is always nice,1,works very well for amazon and netflix but will not a let all viewing platforms like vudu. it also will shut down if hulu is played for more than a couple minutes and yes i have it directly plugged into the wall so low power source is not an issue (even checked outlet voltage) an issue which is typically the answer you get for that issue.over all the quality of the picture is quiet well and is a user friendly platform to use if they would fix those two issues i would have one on every tv in the house but as it sits this will be our only one. to bad to because i relay like amazon products and having alexa is always nice,works very well for amazon and netflix but will not a let all viewing platforms like vudu it also will shut down if hulu is played for more than a couple minutes and yes i have it directly plugged into the wall so low power source is not an issue even checked outlet voltage an issue which is typically the answer you get for that issueover all the quality of the picture is quiet well and is a user friendly platform to use if they would fix those two issues i would have one on every tv in the house but as it sits this will be our only one to bad to because i relay like amazon products and having alexa is always nice,works very well for amazon and netflix but will not a let all viewing platforms like vudu it also will shut down if hulu is played for more than a couple minutes and yes i have it directly plugged into the wall so low power source is not an issue even checked outlet voltage an issue which is typically the answer you get for that issueover all the quality of the picture is quiet well and is a user friendly platform to use if they would fix those two issues i would have one on every tv in the house but as it sits this will be our only one to bad to because i relay like amazon products and having alexa is always nice,"['works', 'very', 'well', 'for', 'amazon', 'and', 'netflix', 'but', 'will', 'not', 'a', 'let', 'all', 'viewing', 'platforms', 'like', 'vudu', 'it', 'also', 'will', 'shut', 'down', 'if', 'hulu', 'is', 'played', 'for', 'more', 'than', 'a', 'couple', 'minutes', 'and', 'yes', 'i', 'have', 'it', 'directly', 'plugged', 'into', 'the', 'wall', 'so', 'low', 'power', 'source', 'is', 'not', 'an', 'issue', 'even', 'checked', 'outlet', 'voltage', 'an', 'issue', 'which', 'is', 'typically', 'the', 'answer', 'you', 'get', 'for', 'that', 'issueover', 'all', 'the', 'quality', 'of', 'the', 'picture', 'is', 'quiet', 'well', 'and', 'is', 'a', 'user', 'friendly', 'platform', 'to', 'use', 'if', 'they', 'would', 'fix', 'those', 'two', 'issues', 'i', 'would', 'have', 'one', 'on', 'every', 'tv', 'in', 'the', 'house', 'but', 'as', 'it', 'sits', 'this', 'will', 'be', 'our', 'only', 'one', 'to', 'bad', 'to', 'because', 'i', 'relay', 'like', 'amazon', 'products', 'and', 'having', 'alexa', 'is', 'always', 'nice']",works well amazon netflix let viewing platforms like vudu also shut hulu played couple minutes yes directly plugged wall low power source issue even checked outlet voltage issue typically answer get issueover quality picture quiet well user friendly platform use would fix two issues would one every tv house sits one bad relay like amazon products alexa always nice
5,30-Jul-18,Configuration: Fire TV Stick,Love the Firestick thinking about canceling the satellite,1,love the firestick thinking about canceling the satellite,love the firestick thinking about canceling the satellite,love the firestick thinking about canceling the satellite,"['love', 'the', 'firestick', 'thinking', 'about', 'canceling', 'the', 'satellite']",love firestick thinking canceling satellite
5,30-Jul-18,Configuration: Fire TV Stick,"I'm amazed at how many movies, tv shows and more is available. I am planning to drop cable service soon and am very happy to know I'll have lots of viewing pleasure with the Fire stick and not pay the outrageous cable bills.",1,"i'm amazed at how many movies, tv shows and more is available. i am planning to drop cable service soon and am very happy to know i'll have lots of viewing pleasure with the fire stick and not pay the outrageous cable bills.",im amazed at how many movies tv shows and more is available i am planning to drop cable service soon and am very happy to know ill have lots of viewing pleasure with the fire stick and not pay the outrageous cable bills,im amazed at how many movies tv shows and more is available i am planning to drop cable service soon and am very happy to know ill have lots of viewing pleasure with the fire stick and not pay the outrageous cable bills,"['im', 'amazed', 'at', 'how', 'many', 'movies', 'tv', 'shows', 'and', 'more', 'is', 'available', 'i', 'am', 'planning', 'to', 'drop', 'cable', 'service', 'soon', 'and', 'am', 'very', 'happy', 'to', 'know', 'ill', 'have', 'lots', 'of', 'viewing', 'pleasure', 'with', 'the', 'fire', 'stick', 'and', 'not', 'pay', 'the', 'outrageous', 'cable', 'bills']",im amazed many movies tv shows available planning drop cable service soon happy know ill lots viewing pleasure fire stick pay outrageous cable bills
4,30-Jul-18,Configuration: Fire TV Stick,Easy to setup.  Sometimes Alexis does not work the greatest. The connection fire stick and WiFi is way bettter than Netflix .,1,easy to setup.  sometimes alexis does not work the greatest. the connection fire stick and wifi is way bettter than netflix .,easy to setup  sometimes alexis does not work the greatest the connection fire stick and wifi is way bettter than netflix ,easy to setup  sometimes alexis does not work the greatest the connection fire stick and wifi is way bettter than netflix ,"['easy', 'to', 'setup', 'sometimes', 'alexis', 'does', 'not', 'work', 'the', 'greatest', 'the', 'connection', 'fire', 'stick', 'and', 'wifi', 'is', 'way', 'bettter', 'than', 'netflix', '']",easy setup sometimes alexis work greatest connection fire stick wifi way bettter netflix
5,30-Jul-18,Configuration: Fire TV Stick,Works great,1,works great,works great,works great,"['works', 'great']",works great
5,30-Jul-18,Configuration: Fire TV Stick,Ease of use.,1,ease of use.,ease of use,ease of use,"['ease', 'of', 'use']",ease use
5,30-Jul-18,Configuration: Fire TV Stick,Finally bought one but it couldn't find my Wi-Fi. Had to buy a Wi-Fi extended. My smart t.v. used the Wi-Fi just fine.,1,finally bought one but it couldn't find my wi-fi. had to buy a wi-fi extended. my smart t.v. used the wi-fi just fine.,finally bought one but it couldnt find my wifi had to buy a wifi extended my smart tv used the wifi just fine,finally bought one but it couldnt find my wifi had to buy a wifi extended my smart tv used the wifi just fine,"['finally', 'bought', 'one', 'but', 'it', 'couldnt', 'find', 'my', 'wifi', 'had', 'to', 'buy', 'a', 'wifi', 'extended', 'my', 'smart', 'tv', 'used', 'the', 'wifi', 'just', 'fine']",finally bought one couldnt find wifi buy wifi extended smart tv used wifi fine
5,30-Jul-18,Configuration: Fire TV Stick,This firestick is everything!,1,this firestick is everything!,this firestick is everything,this firestick is everything,"['this', 'firestick', 'is', 'everything']",firestick everything
